TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Grease and fat (solid),"lard, shortening, butter, gristle",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Meats (raw and cooked),"meat products, burger, steak, ham, side",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Fish (raw and cooked),"lobster, seafood, shellfish, mollusc, bivalve, shrimp",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Nuts ,"pecans, filbert, peanuts, almonds, pistachios, cashews, coconuts, nut shells",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Pasta,"noodles, orzo, couscous, semolina",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Rice,Uncle Ben's,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Fruit Core,"fruit, apple, food, produce",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Peels,"fruits, vegetables, banana, food, rind, produce",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Pit,"stones, cherry, peach, plum, food, fruit, produce",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Sauce,"sauces, pasta, food, au jus, condiments, gravies, gravy",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Tea bag,"bags, tea, tetley, bergamot, red rose, teabags",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Loose tea,tea leaves,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Pet food,"nibbles, dog food, cat food, dog treats",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Sweets,"Candy, Chocolate bar, Chocolate bunny, Easter egg, sweets, candy cane, halloween",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Fries,"french fries, fries box",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Baking ingredient,"spice, herb, dough, honey, syrup",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Bread,"buns crust, loaves, loaf",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Bird seed,feed,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Butter and margarine,"shortening, lard",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Cake and candy,"snack, dessert, chocolate, sweet, Halloween, cane, candies, muffin",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Corn cob or husk,"food, corn stalk",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Dried flower,"floral arrangement, dried flowers",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Flower,dried,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Food scraps,"left-overs, leftovers, plate scrapings",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Herbs,food,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Incontinence pad,"incontinent, depends",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Mayonnaise,Miracle Whip,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Flower (real),"flower bouquet, bouquet, cut flowers",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Paper plate (soiled),,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Shell,"clam, oyster, mussel, periwinkles, scallop, snail, mollusc, bi-valves, sea shells, lobster, shrimp",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Pastry,"cup cake, cupcake, Timbit, cake, dessert, pie, tart, crescent, dough",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Paper ice cream carton,"cartons, tubs, ice cream boxes, ice cream box, ice-cream",230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
Pool heater/pump,"hot tub, heater, pump, pool pump",236,This item is considered construction/renovation waste and is not collected at curbside or through other City of Toronto programs.  Please dispose of this item through private sector landfills or private waste removal and processing facilities.
Printer,,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Speaker,"stereo speakers, computer speakers,",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Television,"televisions, TV, TV set, household appliances",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Electronic thermometer,"personal electronic thermomter, outdoor electronic thermometer ",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
electrical power bar,power bar,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
e-book reader,"Kobo, e-reader, Kindle",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Computer ,"laptop, PC, desktop computer, computer tower, lap top, portable computer, monitor, notebook, notepad, computer terminal",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Computer accessories,"Keyboard, mouse, speaker, headset, modem, keyboard, computer peripheral, disk drive, accessory",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Fax machine,"fax, facsimile, fax copier",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Audio electronics,"turntable, turntables, turn table, radio, radios, receivers, tuner, tuners, stereo, stereos, electronic",237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
IV bag and tubing,,240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Catheter,"catheter bag, catheter line",240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Dialysis waste,"dialysis tube, tubing, dialysis bag",240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Bandage and gauze,"Band-aid, bandaids",240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Colostomy bag,,240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Medical Waste/Healthcare Waste,"cast, splint, support, catheters, dialysis waste, colostomy bag, gastric tube, nasal tube, IV bag, IV tubing, sponge, home health care waste",240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
